ind,alpha1,beta2,indshare2,indshare_sd2,G2,G1,agg_beta,agg_indshare,agg_indshare_sd,agg_g,ind_name,_merge
580,.000469815073302,-.0022026288788766,2.92673394142e-06,8.24521407594e-07,2.80139443021e-06,.0059627597,-4.6882892,.0062295445,.0017549914,.0059627597,Lumber and building material retailing,matched (3)
542,.0004226070595905,.0010616919025779,4.32755797419e-07,5.15011493007e-07,3.21753668686e-06,.007613542,2.5122437,.0010240145,.0012186533,.007613542,"Apparel, fabrics, and notions",matched (3)
540,.0004163199337199,.0206475704908371,4.13091896689e-07,2.42217538471e-07,-.0000193161140487,-.046397284,49.59544,.0009922462,.00058180623,-.046397284,Paper and paper products,matched (3)
670,.0003824642626569,.0021202410571277,1.76081528025e-07,1.14902789505e-07,-6.75000137562e-06,-.017648712,5.543632,.00046038689,.00030042752,-.017648712,Vending machine operators,matched (3)
862,.0003661238006316,.0064459042623639,3.51349217453e-06,6.91541856668e-07,2.09813083529e-06,.0057306592,17.605804,.0095964596,.0018888197,.0057306597,Child day care services,matched (3)
772,.0003484880435281,-.0010527608683333,1.79767891950e-06,2.99960220218e-07,5.96735253566e-06,.01712355,-3.0209382,.0051585096,.00086074753,.01712355,Beauty shops,matched (3)
931,.0003370562044438,.0016937495674938,1.49186178078e-06,1.28141709865e-06,2.09219876979e-07,.00062072696,5.025125,.0044261515,.0038017905,.00062072696,Administration of economic programs,matched (3)
201,.0003297352814116,.0023045793641359,9.97163240868e-08,1.54608486014e-07,-.0000123121217257,-.037339412,6.9891806,.00030241327,.00046888669,-.037339412,Misc Petroleum/Coal,matched (3)
611,.0002987870830111,.0036130738444626,3.89390379496e-07,1.74843066247e-07,.0000104112441477,.034845028,12.09247,.001303237,.00058517611,.034845028,"Food stores, n.e.c.",matched (3)
751,.0002910581824835,-.0063170175999403,3.08648509417e-06,5.87578881550e-07,-3.57913131666e-06,-.012296962,-21.703625,.010604357,.0020187679,-.012296962,Automotive repair and related services,matched (3)
100,.0002874961937778,.0081436885520816,1.03350100744e-06,2.22837547881e-06,4.73066108952e-07,.0016454691,28.326248,.0035948337,.007750974,.0016454691,Meat products,matched (3)
781,.0002783719974104,-.000203906558454,2.91522098905e-07,1.40023217909e-07,-1.41236102991e-06,-.0050736461,-.73249668,.0010472393,.00050300756,-.0050736461,Funeral services,matched (3)
651,.0002456714282744,-.000584001885727,5.48676325707e-07,2.18563712906e-07,2.46074432653e-06,.010016404,-2.3771665,.0022333746,.00088965864,.010016404,"Sporting goods, bicycles, and hobby stores",matched (3)
770,.0002305464004166,.006213522516191,9.06540407186e-08,9.16757159075e-08,.000012294895896,.053329378,26.951288,.00039321385,.0003976454,.053329378,"Lodging places, except hotels and motels",matched (3)
262,.0002066503948299,-.0001020510317176,1.47847075027e-07,1.65107238104e-07,-1.50711252900e-06,-.0072930544,-.4938342,.00071544538,.00079896889,-.0072930544,Misc. nonmetallic mineral and stone products,matched (3)
640,.0001854080619523,.0054012970067561,1.60057084031e-07,7.78986830596e-08,-7.66785160522e-06,-.041356623,29.131943,.00086326926,.00042014723,-.041356623,Music stores,matched (3)
780,.0001536949421279,-.0003291085595265,9.82649979164e-08,4.59296281008e-08,2.09807399187e-06,.013650898,-2.1413102,.00063935091,.0002988363,.013650898,Barber shops,matched (3)
410,.0001214829680976,-.0006287104333751,2.14468741433e-06,7.77661171014e-07,1.03988739397e-07,.00085599441,-5.1752968,.017654223,.006401401,.00085599441,Trucking service,matched (3)
821,.0000855519683682,.0009002814767882,6.39597601548e-08,3.16695469849e-08,9.06756270069e-07,.010598894,10.523211,.00074761297,.00037017907,.010598894,Offices and clinics of chiropractors,matched (3)
311,.0000686022467562,.0014550213236362,6.57689511741e-08,2.10005211443e-07,5.91841775588e-08,.00086271483,21.209528,.00095869967,.0030612003,.00086271483,Farm machinery and equipment,matched (3)
171,.0000617878540652,-.0141669558361173,2.24493859946e-07,5.23671594976e-08,-2.59526132140e-06,-.042002775,-229.28383,.0036333008,.0008475316,-.042002775,Newspaper publishing and printing,matched (3)
630,.0000398433767259,-.0001580288226251,3.31710765522e-08,1.87999251722e-08,5.84271440118e-08,.0014664205,-3.9662507,.00083253678,.00047184568,.0014664205,Shoe stores,matched (3)
852,.0000374113551516,-.0009817132959142,5.27236672099e-08,2.51300402709e-08,-5.99340125973e-07,-.016020274,-26.241051,.0014092958,.00067172229,-.016020274,Libraries,matched (3)
632,.0000370216475858,-.0000875800324138,2.49819649412e-08,1.20382468438e-08,-4.29479626973e-07,-.01160077,-2.3656437,.00067479344,.00032516778,-.01160077,Household appliance stores,matched (3)
620,.0000135144291562,.0000609277958574,4.49253754198e-08,1.75544894176e-08,6.92726729312e-08,.0051258304,4.5083513,.0033242526,.0012989442,.0051258304,Auto and home supply stores,matched (3)
550,-2.51435585596e-06,.0000802730064606,-1.72255649744e-08,-7.73054420478e-09,3.94942439863e-10,-.000157075,-31.925873,.0068508857,.0030745624,-.000157075,Groceries and related products,matched (3)
782,-.0000166005193023,-.0001394646242261,-1.31049349150e-09,-1.42664713376e-09,6.89968189249e-08,-.004156305,8.4012203,.000078942925,.000085939908,-.004156305,Shoe repair shops,matched (3)
470,-.0000188638296095,-.0001621877017897,-3.39008501271e-08,-1.57160151559e-08,-4.97728933624e-08,.002638536,8.5978146,.0017971351,.00083312963,.002638536,Water supply and irrigation,matched (3)
370,-.0000668384818709,.0016002962365746,-2.00861016708e-08,-6.24944433980e-08,-6.43544922241e-07,.0096283592,-23.942738,.00030051701,.00093500694,.0096283592,Cycles,matched (3)
161,-.0000758845490054,-.0003275240887888,-1.01166548916e-07,-1.55863645546e-07,2.95075301437e-06,-.038884766,4.3160839,.0013331641,.0020539577,-.038884766,Miscellaneous paper and pulp products,matched (3)
711,-.0000759003742132,.0002602277090773,-1.56116232120e-06,-7.35151843401e-07,5.87185322587e-09,-.000077362638,-3.4285431,.020568572,.0096857473,-.000077362638,Insurance,matched (3)
182,-.0000881359592313,-.0065433927811682,-9.14509854510e-08,-1.50045849523e-07,-9.03772331640e-07,.010254297,74.242035,.0010376127,.0017024362,.010254297,Soaps and cosmetics,matched (3)
531,-.0000941885155044,-.0001463860244257,-8.68185239256e-08,-4.32558948660e-08,-2.15913118495e-07,.0022923509,1.5541812,.00092175277,.00045924808,.0022923509,Scrap and waste materials,matched (3)
560,-.0001127788491431,.0005291027482599,-1.23849119404e-07,-5.07852142562e-08,5.58238753001e-07,-.0049498533,-4.6915069,.0010981591,.00045030797,-.0049498533,Alcoholic beverages,matched (3)
112,-.0001266738690902,-.001753889140673,-8.79457857650e-08,-1.75246597678e-07,5.82062625654e-07,-.00459497,13.845706,.00069426937,.0013834471,-.00459497,Confectionery Products,matched (3)
32,-.0001274411915801,-.0036182596813887,-5.01050116952e-08,-1.31026681061e-07,1.71092005985e-06,-.013425173,28.391603,.00039316184,.0010281345,-.013425173,"Fishing, hunting, and trapping",matched (3)
512,-.0001326597848674,.0364737696945667,-4.15653573782e-07,-1.56306256827e-07,5.26895792063e-06,-.039717823,-274.94217,.0031332297,.001178249,-.039717823,Electrical goods,matched (3)
660,-.000161880889209,.0012663683155552,-2.12788208387e-07,-8.84532411760e-08,1.37042297865e-06,-.0084656253,-7.8228402,.0013144739,.0005464094,-.0084656253,Jewelry stores,matched (3)
662,-.000167616046383,.000188106962014,-5.13207503161e-08,-3.74535353842e-08,-1.87981413546e-06,.011215001,-1.1222491,.00030618042,.00022344838,.011215001,"Sewing, needlework, and piece goods stores",matched (3)
521,-.0001733098324621,.0058102421462536,-2.60838703525e-07,-1.01554455512e-07,2.56247381003e-06,-.014785508,-33.525173,.0015050428,.00058597053,-.014785508,"Hardware, plumbing and heating supplies",matched (3)
532,-.0001789708912838,.0211567338556051,-3.11884292614e-07,-2.05631494055e-07,7.06271202944e-06,-.039462909,-118.21326,.0017426538,.0011489661,-.039462909,"Miscellaneous wholesale, durable goods",matched (3)
420,-.0001943803217728,.0030506495386362,-7.89435432580e-08,-1.16503422021e-07,-8.66649679665e-06,.044585258,-15.69423,.00040612929,.00059935811,.044585258,Water transportation,matched (3)
801,-.0002043946151389,.0036028563044965,-1.17373708974e-07,-5.97512084255e-08,.0000118331499834,-.057893649,-17.626963,.00057425047,.00029233261,-.057893649,Video tape rental,matched (3)
191,-.0002156233094865,-.0014971493510529,-6.31744967450e-08,-1.30513569729e-07,2.67728933068e-06,-.012416512,6.9433556,.00029298547,.00060528505,-.012416512,Agricultural chemicals,matched (3)
0,-.0002371251030127,-.0006915280828252,-2.05775290851e-06,-5.17395938004e-06,9.48371834397e-08,-.00039994577,2.9163005,.0086779213,.021819534,-.00039994577,Other,matched (3)
501,-.0002401243837085,.0034195682965219,-1.97041870820e-07,-1.16074126311e-07,4.02486011808e-06,-.016761564,-14.240821,.0008205825,.00048339166,-.016761564,Furniture and home furnishings,matched (3)
582,-.0002748740371317,.010997274890542,-4.20980967419e-07,-3.24946739738e-07,-4.45565137852e-06,.016209794,-40.008415,.0015315413,.001182166,.016209794,Retail nurseries and garden stores,matched (3)
502,-.0002750909188762,.0016189909074455,-4.21989284405e-07,-2.07622207427e-07,1.92685570255e-06,-.0070044324,-5.885294,.0015339993,.00075474032,-.0070044324,Lumber and construction materials,matched (3)
110,-.0002973826485686,.0142417969182134,-3.15118001026e-07,-5.45438240351e-07,-5.77219907427e-06,.019410007,-47.890476,.0010596381,.0018341293,.019410007,Grain mill products,matched (3)
750,-.000312455726089,-.0048586134798825,-2.60188556922e-07,-1.34307256872e-07,-7.67767232901e-06,.024572033,15.549767,.00083272136,.00042984413,.024572033,Automobile parking and carwashes,matched (3)
601,-.0003188289701939,-.0012431970098987,-5.54698317501e-06,-1.20364177292e-06,3.82487655770e-07,-.0011996641,3.8992598,.01739799,.0037751957,-.0011996641,Grocery stores,matched (3)
181,-.0003849889035337,-.0206238348037004,-1.27162104491e-06,-1.79845221737e-06,-6.90747401677e-06,.017942008,53.569946,.003303007,.0046714391,.017942008,Drugs,matched (3)
352,-.0003983140632045,.0191765949130058,-1.48404524225e-06,-3.46641331816e-06,6.20150740360e-06,-.015569391,-48.144409,.0037258167,.008702714,-.015569391,Aircraft and parts,matched (3)
610,-.000428028521128,-.000292439450277,-4.46531402076e-07,-2.04983038543e-07,-3.65582945960e-06,.0085410886,.6832242,.0010432282,.00047890042,.0085410886,Retail bakeries,matched (3)
571,-.000469044840429,.039129201322794,-1.04471257600e-06,-5.34053924639e-07,.0000321729166899,-.068592414,-83.423157,.0022273192,.0011385989,-.068592414,"Wholesale trade, n.s. ",matched (3)
411,-.0004836035950575,-.002370071830228,-1.06695028990e-06,-7.16224235475e-07,-.0000121978773677,.025222884,4.9008565,.0022062496,.0014810151,.025222884,Warehousing and storage,matched (3)
451,-.0004868477408309,-.0011028352892026,-7.21878620880e-07,-7.49435514535e-07,8.74109957749e-07,-.0017954484,2.2652571,.0014827605,.0015393633,-.0017954484,Gas and steam supply systems,matched (3)
771,-.0005207840004005,.0015451736981049,-1.33167338845e-06,-3.92251052972e-07,5.58709052711e-06,-.01072823,-2.9670146,.0025570551,.00075319334,-.01072823,"Laundry, cleaning, and garment services",matched (3)
252,-.0005393606843427,.0007174589554779,-2.00605711598e-07,-3.54769440492e-07,.0000163904696819,-.0303887,-1.3302026,.0003719324,.0006577592,-.0303887,Structural clay products,matched (3)
652,-.0006057518767193,.0041541224345565,-1.48180595261e-06,-4.50888421710e-07,9.16825956665e-06,-.015135339,-6.8577952,.0024462258,.00074434507,-.015135339,Book and stationery stores,matched (3)
691,-.0006225725519471,.0027168332599103,-2.00542785933e-06,-5.64037009099e-07,7.69083180785e-06,-.01235331,-4.3638821,.0032211954,.00090597797,-.01235331,"Retail trade, n.s. ",matched (3)
622,-.0006259999936447,-.0001562889665365,-7.12642815870e-07,-4.60628541532e-07,5.25260975337e-06,-.0083907507,.24966289,.001138407,.00073582836,-.0083907507,Miscellaneous vehicle dealers,matched (3)
891,-.0007204857538454,.0205274745821953,-2.68817734650e-06,-2.68140865956e-06,-.0000162988981174,.022622095,-28.491159,.0037310624,.0037216679,.022622095,"Research, development, and testing services",matched (3)
130,-.0007331758388318,.0033553561661392,-2.27048346346e-07,-1.08417748379e-06,.0000298900176858,-.040767871,-4.5764685,.00030967788,.0014787414,-.040767871,Tobacco manufactures,matched (3)
663,-.0007429365650751,-.0057201916351914,-1.62518756497e-06,-1.39809412758e-06,.0000202719566005,-.027286256,7.6994348,.0021875186,.0018818486,-.027286256,Catalog and mail order houses,matched (3)
822,-.0007505816174671,.002946246182546,-4.71601566687e-07,-2.69067186309e-07,-.000024600802135,.032775652,-3.9252841,.00062831485,.00035847825,.032775652,Offices and clinics of optometrists,matched (3)
612,-.0007848051027395,.0059872432611883,-7.46554269426e-06,-1.69002885286e-06,5.93758340983e-06,-.007565679,-7.6289554,.009512607,.0021534376,-.007565679,Motor vehicle dealers,matched (3)
111,-.000807894859463,-.0057298368774354,-1.04133596324e-06,-9.30171495384e-07,-.0000184113941941,.022789344,7.0923052,.0012889499,.0011513522,.022789344,Bakery products,matched (3)
251,-.000838870415464,-.00240394519642,-1.25301858134e-06,-8.35876562633e-07,.0000116696473924,-.013911145,2.8656931,.0014936974,.0009964311,-.013911144,"Cement, concrete, gypsum, and plaster products",matched (3)
